Date,Close,High,Low,Open,Volume,Symbol
2025-10-22,517.2640991210938,521.9245862885218,514.4519526367303,517.8703063443006,18962700,MSFT
2025-10-23,517.283935546875,520.6526156742948,515.3461954332505,519.1720024577996,14023500,MSFT
2025-10-24,520.314697265625,522.0437370421222,517.4329845218087,519.499850577073,15532400,MSFT
2025-10-27,528.1749877929688,531.2157277722118,525.6807743511338,528.4333612309177,18734700,MSFT
2025-10-28,538.6585693359375,550.2352153811122,537.366762825241,546.5386557673307,29986700,MSFT
2025-10-29,538.141845703125,542.8321728172806,533.3521721804118,541.510525937623,36023000,MSFT
2025-10-30,522.4512329101562,531.6032326010347,518.834126044735,527.1414993194383,41023100,MSFT
2025-10-31,514.5512084960938,525.9887810857076,511.8582417946861,525.5515477587454,34006400,MSFT
2025-11-03,513.7761840820312,521.6562706261378,511.3515374029952,516.5386570612455,22374700,MSFT
2025-11-04,511.0931701660156,512.3054631947169,504.6439932361389,508.5393367379826,20958700,MSFT
2025-11-05,503.96826171875,511.5900049686576,503.39189488693165,510.06960470137113,23024300,MSFT
2025-11-06,493.9715576171875,502.5174404542645,492.6896676102462,502.4776836990636,27406500,MSFT
2025-11-07,493.6933288574219,496.2372153715257,490.1457889557352,493.8225155697467,24019800,MSFT
2025-11-10,502.8155517578125,503.6602084533397,495.66085193460816,496.8930687697553,26101500,MSFT
2025-11-11,505.4786682128906,506.3928916321033,499.1885187507047,501.6230817360039,17980000,MSFT
2025-11-12,507.9232482910156,508.449911619763,495.97887455805096,506.1544212835199,26574900,MSFT
2025-11-13,500.1225891113281,510.2683247202687,498.1351759673349,507.098398329558,25273100,MSFT
2025-11-14,506.9692077636719,508.3802844283928,494.3093958369769,495.09443251402297,28505700,MSFT
2025-11-17,504.2961730957031,508.8970396915909,501.73242330739504,505.2501533046029,19092800,MSFT
2025-11-18,490.6824035644531,499.8145698875434,483.7165104088928,492.2524466910109,33815100,MSFT
2025-11-19,484.0543518066406,492.0735713081103,479.79134202204426,487.0156083775533,23245300,MSFT
2025-11-20,476.308837890625,491.3817281634789,473.3918355542452,490.525525238351,26802500,MSFT
2025-11-21,470.0268249511719,476.796695003642,466.19388806310616,476.3785437287191,31769200,MSFT
2025-11-24,471.89849853515625,474.7856351712577,465.94500021095376,472.8940649877621,34421000,MSFT
2025-11-25,474.8752136230469,477.0256407210385,462.8288843313517,471.9681767111092,28019800,MSFT
2025-11-26,483.3475341796875,486.1450736050165,479.06661039650686,484.1539406114854,25709100,MSFT
2025-11-28,489.8286743164063,490.4459206738112,484.4924221764412,485.4382224868377,14386700,MSFT
2025-12-01,484.5820007324219,487.68816317334665,482.5012705124726,486.2744758383938,23964000,MSFT
2025-12-02,487.82757568359375,491.312058367048,484.1638983253085,484.56211884124775,19562700,MSFT
2025-12-03,475.6119689941406,482.0930858950488,473.0931871020635,474.2082166599713,34615100,MSFT
2025-12-04,478.7081909179688,479.1860737742951,474.377470578239,477.6329924690825,22318200,MSFT
2025-12-05,481.0178833007813,481.2568095233099,476.7568601661199,480.3807061976695,22608700,MSFT
2025-12-08,488.8430480957031,490.1173719905148,482.2325023858298,482.74025101921535,21965900,MSFT
2025-12-09,489.8385925292969,489.93815525049575,486.3342095719457,486.931555516862,14696100,MSFT
2025-12-10,476.4382934570313,482.10306917330496,472.9737111601482,481.8840433318536,35756200,MSFT
2025-12-11,481.3265075683594,483.8751552220924,473.750231167373,474.5168367702029,24669200,MSFT
2025-12-12,476.4084167480469,480.31105063829824,474.2281237707076,477.6927059881058,21248100,MSFT
2025-12-15,472.7148742675781,478.588710310573,470.4250531780871,477.97146396596463,23727700,MSFT
2025-12-16,474.2779235839844,475.7712732838117,468.79234263095657,469.8177748762136,20705600,MSFT
2025-12-17,474.0090942382813,477.8718969329872,472.8940646732686,474.7956002423544,24527200,MSFT
2025-12-18,481.8342590332031,487.4293375934554,475.7712630284666,476.0699208090834,28573500,MSFT
2025-12-19,483.7656555175781,485.6870914455969,480.3508395546156,485.1992432324443,70836100,MSFT
2025-12-22,482.7701110839844,486.5632169440421,480.5499868948874,483.9647726311972,16963000,MSFT
2025-12-23,484.6915283203125,485.6671639887272,482.5908673290986,482.8298239351052,14683600,MSFT
2025-12-24,485.8563232421875,486.9912835675863,482.680463867149,483.5267014178325,5855900,MSFT
2025-12-26,485.5476989746094,485.9558848600665,483.8054577080926,484.5521325365998,8842200,MSFT
2025-12-29,484.9404296875,486.1848877649252,482.0333622504328,482.7103401528056,10893400,MSFT
2025-12-30,485.3187255859375,487.5089534635432,483.3474931520442,483.7755794175697,13944500,MSFT
2025-12-31,481.4758605957031,485.9758405710775,481.1572720274455,485.6771523949816,15601600,MSFT
2026-01-02,470.84320068359375,482.5112407273309,468.07552715971417,482.24244872265706,25571600,MSFT
2026-01-05,470.7536315917969,473.9593569778809,467.4184776979013,471.95825856508776,25250300,MSFT
2026-01-06,476.3885192871094,476.617480129593,467.6673473241013,471.69937935780575,23037700,MSFT
2026-01-07,481.3265075683594,487.5288974221053,475.8309917616744,477.63296458601815,25564200,MSFT
2026-01-08,475.9902648925781,480.5201105081445,473.7502403609407,479.1063927688648,18162600,MSFT
2026-01-09,477.1550903320313,477.6927047258898,470.106493184136,471.9582322108041,18491000,MSFT
2026-01-12,475.06439208984375,478.8574978399144,473.57104241242143,474.5566738594685,23519900,MSFT
2026-01-13,468.5832824707031,473.6706125344443,463.88420753037366,472.57548334410274,28545800,MSFT
2026-01-14,457.3433227539063,466.1242261748137,455.1431293963808,464.3919198839424,28184300,MSFT
2026-01-15,454.6353759765625,462.19172164087615,453.8787357567712,462.062293141988,23225800,MSFT
2026-01-16,457.8211669921875,461.1364202404358,454.4561779572919,455.8001683410004,34246700,MSFT
2026-01-20,452.5048828125,454.77477325819245,447.2881239806389,449.2195254560932,26130000,MSFT
2026-01-21,442.1410217285156,450.6829992738946,436.7351029497524,450.5934019351739,37980500,MSFT
2026-01-22,449.1398620605469,450.8323067932568,442.7284117030413,445.6354487179439,25349400,MSFT
2026-01-23,463.8841857910156,469.0113467802032,448.5325382185013,449.8665935761158,38000200,MSFT
2026-01-26,468.1950073242188,472.1474075016215,459.9517180089597,463.2470406576191,29291200,MSFT
2026-01-27,478.4493103027344,480.729165976126,471.0622242712429,471.5998386603028,29213900,MSFT
2026-01-28,479.4946899414063,481.59532063648624,475.8807787479093,481.0676716159272,36875400,MSFT
2026-01-29,431.57806396484375,440.5381621786467,419.1533835040837,438.0392806211351,128855300,MSFT
2026-01-30,428.38232421875,437.65104604221966,424.5593524472701,437.2229597325442,58566800,MSFT
2026-02-02,421.4929809570313,428.8303011436502,420.3779513468908,428.332517897532,42219900,MSFT
2026-02-03,409.3868713378906,420.178808008447,406.7486263222299,420.1390072256922,61424100,MSFT
2026-02-04,412.3536682128906,417.9387813848693,407.4256021580933,409.1778088233149,45012400,MSFT
2026-02-05,391.9246520996094,406.4897635323938,390.5806313349955,405.6335909812077,66289200,MSFT
2026-02-06,399.3615417480469,400.0086538663787,391.1779842848308,397.4002746193236,53515300,MSFT
2026-02-09,411.7662963867188,413.0505856348112,399.0927243377603,403.0550898097971,45480500,MSFT
2026-02-10,411.437744140625,421.801594739736,410.8702943432265,417.75959730190846,44857900,MSFT
2026-02-11,402.57720947265625,414.61360447479314,399.2321207098042,414.3348470778888,42491000,MSFT
2026-02-12,400.0584106445313,404.3990960787573,396.24540458526855,403.20440420967,40802400,MSFT
2026-02-13,399.5407409667969,403.7420326637702,396.2852191820681,402.65686886295305,34091600,MSFT
2026-02-17,395.1004943847656,398.7442713079252,392.7808378797226,397.4500470508712,32078800,MSFT
2026-02-18,397.828369140625,400.77523739702553,394.5629123207548,396.3648852083561,23223400,MSFT
2026-02-19,397.5988464355469,403.5559453902056,395.8127368785549,399.82403795970674,28234000,MSFT
2026-02-20,396.37152099609375,399.2552593187824,394.3059873534157,395.2539159508346,34015200,MSFT
2026-02-23,383.6390686035156,394.50551684604494,382.27203437696886,394.14630950985264,43238300,MSFT
2026-02-24,388.1593017578125,388.5185091169527,380.8850482189813,383.3098196996745,33884700,MSFT
2026-02-25,399.7342224121094,400.6023372807383,389.31678308531696,389.68597856263057,43625500,MSFT
2026-02-26,400.851806640625,406.6093255926281,397.8782360341113,403.8353349281015,34405900,MSFT
2026-02-27,391.8912048339844,395.9624042352165,389.0374004516944,390.03523926255787,51367200,MSFT
2026-03-02,397.6886291503906,400.3229381169724,389.78576315389057,392.0109241194205,35474900,MSFT
2026-03-03,403.0570068359375,405.82103971635513,391.8213629990231,392.2903484387299,38199200,MSFT
2026-03-04,404.32427978515625,410.14166638677375,399.4448336072076,400.4027502952161,35808000,MSFT
2026-03-05,409.79241943359375,410.7204021828405,403.525993165685,403.54596943015656,39001300,MSFT
2026-03-06,408.0761413574219,412.1572983375802,407.6271321747383,408.3156433731429,31123900,MSFT
2026-03-09,408.5251770019531,409.3234358422322,402.62794618065146,404.044890641513,30131900,MSFT
2026-03-10,404.8830871582031,409.3134939311744,402.05918625996463,409.1438479339772,31706400,MSFT
2026-03-11,404.0049743652344,408.1260534422115,400.7220762180728,404.6934855668013,25512100,MSFT
2026-03-12,400.9914855957031,405.2422886286942,400.8418158660113,403.7555185610488,27263900,MSFT
2026-03-13,394.6951293945313,403.9251383935716,393.3979511212616,400.1333630935344,26848000,MSFT
2026-03-16,399.0856323242188,399.7641553863696,393.9367805641587,397.209690545171,27733700,MSFT
2026-03-17,398.5467834472656,403.5259891234105,396.8903674487218,399.4049101655112,26228300,MSFT
2026-03-18,390.9432678222656,397.13983817793417,390.1549666521916,396.271723303423,25908500,MSFT
2026-03-19,388.1792297363281,391.6417315076428,386.2234742615233,389.2569126674818,25138800,MSFT
2026-03-20,381.0447082519531,386.1636263101853,379.2984903035221,385.95408868282834,50853200,MSFT
2026-03-23,382.1722717285156,386.3731646745857,380.85511716508233,383.07032058481127,29680100,MSFT
2026-03-24,371.9344177246094,381.6434000325674,371.04635704379217,381.53362193174286,42733600,MSFT
2026-03-25,370.2381286621094,376.2451074667104,368.831172255135,376.10542586510894,31181200,MSFT
2026-03-26,365.1790771484375,373.9101668945663,364.4007640805619,370.01860155518807,36836600,MSFT
2026-03-27,355.9989318847656,361.6666793192034,355.73951450811694,361.1178497172151,37883400,MSFT
2026-03-30,358.1842041015625,364.5703662773937,355.51000344849933,361.1178525849577,44797000,MSFT
2026-03-31,369.3699951171875,372.0940755014272,362.28533367877645,363.7621155862403,45244400,MSFT
2026-04-01,368.57171630859375,373.1817267376728,367.4042619540212,372.682807332766,29417200,MSFT
2026-04-02,372.6528625488281,372.83249667260446,363.3629859357669,366.4163701688664,24099100,MSFT
2026-04-06,372.0741271972656,372.9222962461191,368.7014272663852,372.682794233078,16146600,MSFT
2026-04-07,371.48541259765625,371.645070458656,365.7677853538718,369.5396147715723,21443300,MSFT
2026-04-08,373.52099609375,384.167949815935,370.6073237610428,384.148004001906,33064800,MSFT
2026-04-09,372.26373291015625,372.6927962909368,366.2567237727329,371.6949574789129,30435300,MSFT
2026-04-10,370.0684814453125,374.8281921461914,369.23030048358606,372.17393720824543,28111100,MSFT
2026-04-13,383.539306640625,383.70895264062807,370.2181521550117,372.8025510733858,35745800,MSFT
2026-04-14,392.2604064941406,393.8370088930228,385.684652281273,387.0816509997633,37504500,MSFT
2026-04-15,410.3312683105469,413.47445440771634,395.8725939925935,397.1398382929036,45063400,MSFT
2026-04-16,419.3517456054688,419.9105328997013,411.2492993874727,418.9525857224824,41642400,MSFT
2026-04-17,421.8762817382813,430.64726300981,419.78081413338697,423.9018933176335,48568200,MSFT
2026-04-20,417.1664733886719,422.4150847565369,415.4002792280178,420.2398034863272,27582200,MSFT
2026-04-21,423.2433166503906,426.2567789178336,416.2983670043314,419.33177508554746,32048500,MSFT
2026-04-22,431.984375,432.7626880248645,422.7543663498755,425.2689090952171,29378200,MSFT
2026-04-23,414.8514709472656,422.7443793162959,410.5208543154444,418.9825380949446,38308000,MSFT
2026-04-24,423.7023010253906,424.0316048781353,414.9013556123021,416.0688403922519,27457400,MSFT
2026-04-27,423.9018859863281,426.1869149113369,416.1686352924954,421.46715688014,30867300,MSFT
2026-04-28,428.3222961425781,428.99086152362304,420.9881750222059,423.6524179624475,30438100,MSFT
2026-04-29,423.5426330566406,425.8975483734993,419.38166246548025,423.6623688360089,38288300,MSFT
2026-04-30,406.8987121582031,413.5243765293071,397.1498378648014,409.92216255995794,70909400,MSFT
2026-05-01,413.5443115234375,416.2085240460113,409.5529563541748,411.9078412872606,31372400,MSFT
2026-05-04,412.72607421875,419.87060358807366,409.9121615309381,410.6505829404435,28066500,MSFT
2026-05-05,410.4909362792969,415.8792597859335,407.916495085617,414.42242364358015,25700900,MSFT
2026-05-06,413.0653381347656,417.51572107575487,404.23445872829495,407.1182274562224,30285900,MSFT
2026-05-07,419.8606262207031,427.05506598481406,417.8549909144547,419.2020489501835,34942400,MSFT
2026-05-08,414.2228393554688,417.7252633012779,413.105264767488,416.48795292910256,33383800,MSFT
2026-05-11,411.7681579589844,411.79809190456297,404.6236285818644,406.9885016374445,35657900,MSFT
2026-05-12,406.8887023925781,414.6020070114768,405.7611701670722,413.5842224333829,38594200,MSFT
2026-05-13,404.3342590332031,405.4318878236479,400.1633000811369,402.3286237155428,29667100,MSFT
2026-05-14,408.5451354980469,410.94993067744383,400.013625877668,403.6058516736889,27077500,MSFT
2026-05-15,421.0081481933594,427.24464052002446,412.01761111071977,413.3746572242232,50771200,MSFT
2026-05-18,422.6246643066406,424.2012362508279,414.7117792841577,415.7196062415453,32564100,MSFT
2026-05-19,416.5178833007813,431.7648588737268,415.58987007798993,428.9708919761278,33018700,MSFT
2026-05-20,420.1499938964844,421.18775475321456,410.4110776678385,413.2749005432513,27864000,MSFT
2026-05-21,419.0899963378906,426.3399963378906,415.7099914550781,424.75,31393500,MSFT
2026-05-22,418.5700073242188,424.3999938964844,416.3299865722656,419.5400085449219,22390300,MSFT
2026-05-26,416.0299987792969,419.7699890136719,413.0199890136719,416.4299926757813,30398000,MSFT
2026-05-27,412.6700134277344,415.9400024414063,409.5799865722656,411.010009765625,28901500,MSFT
2026-05-28,426.989990234375,429.489990234375,412.6700134277344,412.9800109863281,47250500,MSFT
2026-05-29,450.239990234375,450.3299865722656,432.3599853515625,432.5499877929688,79654400,MSFT
2026-06-01,460.5199890136719,466.3200073242188,458.2699890136719,464.8399963378906,53628900,MSFT
2026-06-02,441.30999755859375,453.5,440.4299926757813,446.8800048828125,37036800,MSFT
2026-06-03,427.3399963378906,440.3900146484375,424.25,438.4500122070313,39037000,MSFT
2026-06-04,428.0499877929688,436.1499938964844,426.4100036621094,435.80999755859375,26899500,MSFT
2026-06-05,416.6700134277344,429.4700012207031,414.3999938964844,428.3399963378906,34782200,MSFT
2026-06-08,411.739990234375,417.1600036621094,408.55999755859375,414.1400146484375,32086700,MSFT
2026-06-09,403.4100036621094,411.9800109863281,398.4800109863281,409.0299987792969,35317300,MSFT
2026-06-10,397.3599853515625,405.0400085449219,397.1600036621094,398.5499877929688,32576000,MSFT
2026-06-11,390.3399963378906,396.8500061035156,384.0,395.2099914550781,47224100,MSFT
2026-06-12,390.739990234375,391.739990234375,382.2699890136719,391.4299926757813,34865800,MSFT
2026-06-15,399.760009765625,401.75,392.8500061035156,396.7999877929688,32266400,MSFT
2026-06-16,393.8299865722656,396.8399963378906,390.6900024414063,395.7900085449219,31506800,MSFT
2026-06-17,378.9100036621094,390.3699951171875,377.3200073242188,390.25,41987800,MSFT
2026-06-18,379.3999938964844,381.3699951171875,373.2799987792969,377.8200073242188,59714200,MSFT
2026-06-22,367.3399963378906,381.6300048828125,367.0700073242188,375.739990234375,45171100,MSFT
2026-06-23,373.9400024414063,377.2200012207031,370.6700134277344,372.3800048828125,40647600,MSFT
